AbsHour,Day,Positions,AssignedNurses,Week,HourOfDay,HourOfWeek
561,24,EDOU,2,4,9,57
561,24,FEP,1,4,9,57
561,24,blue,5,4,9,57
561,24,first nurse,1,4,9,57
561,24,green,2,4,9,57
561,24,hallway,5,4,9,57
561,24,iTrack,0,4,9,57
561,24,orange,5,4,9,57
561,24,purple,3,4,9,57
561,24,red,0,4,9,57
561,24,resource nurse,1,4,9,57
561,24,triage nurse,1,4,9,57
562,24,CNL,1,4,10,58
562,24,EDOU,2,4,10,58
562,24,FEP,1,4,10,58
562,24,blue,5,4,10,58
562,24,first nurse,1,4,10,58
562,24,green,2,4,10,58
562,24,hallway,5,4,10,58
562,24,iTrack,0,4,10,58
562,24,orange,5,4,10,58
562,24,purple,3,4,10,58
562,24,red,0,4,10,58
562,24,resource nurse,1,4,10,58
562,24,triage nurse,1,4,10,58
563,24,CNL,1,4,11,59
563,24,EDOU,2,4,11,59
563,24,FEP,1,4,11,59
563,24,blue,5,4,11,59
563,24,first nurse,1,4,11,59
563,24,green,2,4,11,59
563,24,hallway,5,4,11,59
563,24,iTrack,0,4,11,59
563,24,orange,5,4,11,59
563,24,purple,3,4,11,59
563,24,red,0,4,11,59
563,24,resource nurse,1,4,11,59
563,24,triage nurse,1,4,11,59
564,24,CNL,1,4,12,60
564,24,EDOU,2,4,12,60
564,24,FEP,1,4,12,60
564,24,blue,5,4,12,60
564,24,first nurse,1,4,12,60
564,24,green,2,4,12,60
564,24,hallway,5,4,12,60
564,24,iTrack,0,4,12,60
564,24,orange,5,4,12,60
564,24,purple,3,4,12,60
564,24,red,0,4,12,60
564,24,resource nurse,1,4,12,60
564,24,triage nurse,1,4,12,60
565,24,CNL,1,4,13,61
565,24,EDOU,2,4,13,61
565,24,FEP,1,4,13,61
565,24,blue,5,4,13,61
565,24,first nurse,1,4,13,61
565,24,green,2,4,13,61
565,24,hallway,5,4,13,61
565,24,iTrack,0,4,13,61
565,24,orange,5,4,13,61
565,24,purple,3,4,13,61
565,24,red,0,4,13,61
565,24,resource nurse,1,4,13,61
565,24,triage nurse,1,4,13,61
566,24,CNL,1,4,14,62
566,24,EDOU,2,4,14,62
566,24,FEP,1,4,14,62
566,24,blue,3,4,14,62
566,24,first nurse,1,4,14,62
566,24,green,6,4,14,62
566,24,hallway,6,4,14,62
566,24,iTrack,0,4,14,62
566,24,orange,5,4,14,62
566,24,purple,3,4,14,62
566,24,red,0,4,14,62
566,24,resource nurse,1,4,14,62
566,24,triage nurse,1,4,14,62
567,24,CNL,1,4,15,63
567,24,EDOU,2,4,15,63
567,24,FEP,1,4,15,63
567,24,blue,3,4,15,63
567,24,first nurse,1,4,15,63
567,24,green,6,4,15,63
567,24,hallway,6,4,15,63
567,24,iTrack,0,4,15,63
567,24,orange,5,4,15,63
567,24,purple,3,4,15,63
567,24,red,0,4,15,63
567,24,resource nurse,1,4,15,63
567,24,triage nurse,1,4,15,63
568,24,CNL,1,4,16,64
568,24,EDOU,2,4,16,64
568,24,FEP,1,4,16,64
568,24,blue,3,4,16,64
568,24,first nurse,1,4,16,64
568,24,green,6,4,16,64
568,24,hallway,6,4,16,64
568,24,iTrack,0,4,16,64
568,24,orange,5,4,16,64
568,24,purple,3,4,16,64
568,24,red,0,4,16,64
568,24,resource nurse,1,4,16,64
568,24,triage nurse,1,4,16,64
569,24,CNL,1,4,17,65
569,24,EDOU,2,4,17,65
569,24,FEP,1,4,17,65
569,24,blue,3,4,17,65
569,24,first nurse,1,4,17,65
569,24,green,6,4,17,65
569,24,hallway,6,4,17,65
569,24,iTrack,0,4,17,65
569,24,orange,5,4,17,65
569,24,purple,3,4,17,65
569,24,red,0,4,17,65
569,24,resource nurse,1,4,17,65
569,24,triage nurse,1,4,17,65
570,24,CNL,1,4,18,66
570,24,EDOU,2,4,18,66
570,24,FEP,1,4,18,66
570,24,blue,3,4,18,66
570,24,first nurse,1,4,18,66
570,24,green,4,4,18,66
570,24,hallway,5,4,18,66
570,24,iTrack,0,4,18,66
570,24,orange,5,4,18,66
570,24,purple,3,4,18,66
570,24,red,0,4,18,66
570,24,resource nurse,1,4,18,66
570,24,triage nurse,1,4,18,66
571,24,CNL,1,4,19,67
571,24,EDOU,2,4,19,67
571,24,FEP,1,4,19,67
571,24,blue,3,4,19,67
571,24,first nurse,1,4,19,67
571,24,green,4,4,19,67
571,24,hallway,5,4,19,67
571,24,iTrack,0,4,19,67
571,24,orange,5,4,19,67
571,24,purple,3,4,19,67
571,24,red,0,4,19,67
571,24,resource nurse,1,4,19,67
571,24,triage nurse,1,4,19,67
572,24,CNL,1,4,20,68
572,24,EDOU,2,4,20,68
572,24,FEP,1,4,20,68
572,24,blue,3,4,20,68
572,24,first nurse,1,4,20,68
572,24,green,4,4,20,68
572,24,hallway,5,4,20,68
572,24,iTrack,0,4,20,68
572,24,orange,5,4,20,68
572,24,purple,3,4,20,68
572,24,red,0,4,20,68
572,24,resource nurse,1,4,20,68
572,24,triage nurse,1,4,20,68
573,24,CNL,1,4,21,69
573,24,EDOU,2,4,21,69
573,24,FEP,1,4,21,69
573,24,blue,3,4,21,69
573,24,first nurse,1,4,21,69
573,24,green,4,4,21,69
573,24,hallway,5,4,21,69
573,24,iTrack,0,4,21,69
573,24,orange,5,4,21,69
573,24,purple,3,4,21,69
573,24,red,0,4,21,69
573,24,resource nurse,1,4,21,69
573,24,triage nurse,1,4,21,69
574,24,CNL,1,4,22,70
574,24,EDOU,2,4,22,70
574,24,FEP,1,4,22,70
574,24,blue,3,4,22,70
574,24,first nurse,1,4,22,70
574,24,green,4,4,22,70
574,24,hallway,5,4,22,70
574,24,iTrack,0,4,22,70
574,24,orange,5,4,22,70
574,24,purple,3,4,22,70
574,24,red,0,4,22,70
574,24,resource nurse,1,4,22,70
574,24,triage nurse,1,4,22,70
575,24,CNL,1,4,23,71
575,24,EDOU,2,4,23,71
575,24,FEP,1,4,23,71
575,24,blue,3,4,23,71
575,24,first nurse,1,4,23,71
575,24,green,4,4,23,71
575,24,hallway,5,4,23,71
575,24,iTrack,0,4,23,71
575,24,orange,5,4,23,71
575,24,purple,3,4,23,71
575,24,red,0,4,23,71
575,24,resource nurse,1,4,23,71
575,24,triage nurse,1,4,23,71
576,24,CNL,1,4,24,72
576,24,EDOU,2,4,24,72
576,24,FEP,1,4,24,72
576,24,blue,3,4,24,72
576,24,first nurse,1,4,24,72
576,24,green,4,4,24,72
576,24,hallway,5,4,24,72
576,24,iTrack,0,4,24,72
576,24,orange,5,4,24,72
576,24,purple,3,4,24,72
576,24,red,0,4,24,72
576,24,resource nurse,1,4,24,72
576,24,triage nurse,1,4,24,72
577,24,CNL,1,4,1,73
577,24,EDOU,2,4,1,73
577,24,FEP,1,4,1,73
577,24,blue,3,4,1,73
577,24,first nurse,1,4,1,73
577,24,green,4,4,1,73
577,24,hallway,5,4,1,73
577,24,iTrack,0,4,1,73
577,24,orange,5,4,1,73
577,24,purple,3,4,1,73
577,24,red,0,4,1,73
577,24,resource nurse,1,4,1,73
577,24,triage nurse,1,4,1,73
578,25,CNL,1,4,2,74
578,25,EDOU,2,4,2,74
578,25,FEP,1,4,2,74
578,25,blue,4,4,2,74
578,25,first nurse,1,4,2,74
578,25,green,4,4,2,74
578,25,hallway,3,4,2,74
578,25,iTrack,0,4,2,74
578,25,orange,4,4,2,74
578,25,purple,3,4,2,74
578,25,red,0,4,2,74
578,25,resource nurse,1,4,2,74
578,25,triage nurse,1,4,2,74
579,25,CNL,1,4,3,75
579,25,EDOU,2,4,3,75
579,25,FEP,1,4,3,75
579,25,blue,4,4,3,75
579,25,first nurse,1,4,3,75
579,25,green,4,4,3,75
579,25,hallway,3,4,3,75
579,25,iTrack,0,4,3,75
579,25,orange,4,4,3,75
579,25,purple,3,4,3,75
579,25,red,0,4,3,75
579,25,resource nurse,1,4,3,75
579,25,triage nurse,1,4,3,75
580,25,CNL,1,4,4,76
580,25,EDOU,2,4,4,76
580,25,FEP,1,4,4,76
580,25,blue,4,4,4,76
580,25,first nurse,1,4,4,76
580,25,green,4,4,4,76
580,25,hallway,3,4,4,76
580,25,iTrack,0,4,4,76
580,25,orange,4,4,4,76
580,25,purple,3,4,4,76
580,25,red,0,4,4,76
580,25,resource nurse,1,4,4,76
580,25,triage nurse,1,4,4,76
581,25,CNL,1,4,5,77
581,25,EDOU,2,4,5,77
581,25,FEP,1,4,5,77
581,25,blue,4,4,5,77
581,25,first nurse,1,4,5,77
581,25,green,4,4,5,77
581,25,hallway,3,4,5,77
581,25,iTrack,0,4,5,77
581,25,orange,4,4,5,77
581,25,purple,3,4,5,77
581,25,red,0,4,5,77
581,25,resource nurse,1,4,5,77
581,25,triage nurse,1,4,5,77
582,25,CNL,1,4,6,78
582,25,EDOU,2,4,6,78
582,25,FEP,1,4,6,78
582,25,blue,5,4,6,78
582,25,first nurse,1,4,6,78
582,25,green,4,4,6,78
582,25,hallway,4,4,6,78
582,25,iTrack,0,4,6,78
582,25,orange,4,4,6,78
582,25,purple,3,4,6,78
582,25,red,0,4,6,78
582,25,resource nurse,1,4,6,78
582,25,triage nurse,1,4,6,78
583,25,CNL,1,4,7,79
583,25,EDOU,2,4,7,79
583,25,FEP,1,4,7,79
583,25,blue,5,4,7,79
583,25,first nurse,1,4,7,79
583,25,green,4,4,7,79
583,25,hallway,4,4,7,79
583,25,iTrack,0,4,7,79
583,25,orange,4,4,7,79
583,25,purple,3,4,7,79
583,25,red,0,4,7,79
583,25,resource nurse,1,4,7,79
583,25,triage nurse,1,4,7,79
584,25,CNL,1,4,8,80
584,25,EDOU,2,4,8,80
584,25,FEP,1,4,8,80
584,25,blue,5,4,8,80
584,25,first nurse,1,4,8,80
584,25,green,4,4,8,80
584,25,hallway,4,4,8,80
584,25,iTrack,0,4,8,80
584,25,orange,4,4,8,80
584,25,purple,3,4,8,80
584,25,red,0,4,8,80
584,25,resource nurse,1,4,8,80
584,25,triage nurse,1,4,8,80
585,25,CNL,1,4,9,81
585,25,EDOU,2,4,9,81
585,25,FEP,1,4,9,81
585,25,blue,5,4,9,81
585,25,first nurse,1,4,9,81
585,25,green,4,4,9,81
585,25,hallway,4,4,9,81
585,25,iTrack,0,4,9,81
585,25,orange,4,4,9,81
585,25,purple,3,4,9,81
585,25,red,0,4,9,81
585,25,resource nurse,1,4,9,81
585,25,triage nurse,1,4,9,81
586,25,CNL,1,4,10,82
586,25,EDOU,2,4,10,82
586,25,FEP,1,4,10,82
586,25,blue,5,4,10,82
586,25,first nurse,1,4,10,82
586,25,green,4,4,10,82
586,25,hallway,4,4,10,82
586,25,iTrack,0,4,10,82
586,25,orange,4,4,10,82
586,25,purple,3,4,10,82
586,25,red,0,4,10,82
586,25,resource nurse,1,4,10,82
586,25,triage nurse,1,4,10,82
587,25,CNL,1,4,11,83
587,25,EDOU,2,4,11,83
587,25,FEP,1,4,11,83
587,25,blue,5,4,11,83
587,25,first nurse,1,4,11,83
587,25,green,4,4,11,83
587,25,hallway,4,4,11,83
587,25,iTrack,0,4,11,83
587,25,orange,4,4,11,83
587,25,purple,3,4,11,83
587,25,red,0,4,11,83
587,25,resource nurse,1,4,11,83
587,25,triage nurse,1,4,11,83
588,25,CNL,1,4,12,84
588,25,EDOU,2,4,12,84
588,25,FEP,1,4,12,84
588,25,blue,5,4,12,84
588,25,first nurse,1,4,12,84
588,25,green,4,4,12,84
588,25,hallway,4,4,12,84
588,25,iTrack,0,4,12,84
588,25,orange,4,4,12,84
588,25,purple,3,4,12,84
588,25,red,0,4,12,84
588,25,resource nurse,1,4,12,84
588,25,triage nurse,1,4,12,84
589,25,CNL,1,4,13,85
589,25,EDOU,2,4,13,85
589,25,FEP,1,4,13,85
589,25,blue,5,4,13,85
589,25,first nurse,1,4,13,85
589,25,green,4,4,13,85
589,25,hallway,4,4,13,85
589,25,iTrack,0,4,13,85
589,25,orange,4,4,13,85
589,25,purple,3,4,13,85
589,25,red,0,4,13,85
589,25,resource nurse,1,4,13,85
589,25,triage nurse,1,4,13,85
590,25,CNL,1,4,14,86
590,25,EDOU,2,4,14,86
590,25,FEP,1,4,14,86
590,25,blue,6,4,14,86
590,25,first nurse,1,4,14,86
590,25,green,5,4,14,86
590,25,hallway,5,4,14,86
590,25,iTrack,0,4,14,86
590,25,orange,0,4,14,86
590,25,purple,3,4,14,86
590,25,red,4,4,14,86
590,25,resource nurse,1,4,14,86
590,25,triage nurse,1,4,14,86
591,25,CNL,1,4,15,87
591,25,EDOU,2,4,15,87
591,25,FEP,1,4,15,87
591,25,blue,6,4,15,87
591,25,first nurse,1,4,15,87
591,25,green,5,4,15,87
591,25,hallway,5,4,15,87
591,25,iTrack,0,4,15,87
591,25,orange,0,4,15,87
591,25,purple,3,4,15,87
591,25,red,4,4,15,87
591,25,resource nurse,1,4,15,87
591,25,triage nurse,1,4,15,87
592,25,CNL,1,4,16,88
592,25,EDOU,2,4,16,88
592,25,FEP,1,4,16,88
592,25,blue,6,4,16,88
592,25,first nurse,1,4,16,88
592,25,green,5,4,16,88
592,25,hallway,5,4,16,88
592,25,iTrack,0,4,16,88
592,25,orange,0,4,16,88
592,25,purple,3,4,16,88
592,25,red,4,4,16,88
592,25,resource nurse,1,4,16,88
592,25,triage nurse,1,4,16,88
593,25,CNL,1,4,17,89
593,25,EDOU,2,4,17,89
593,25,FEP,1,4,17,89
593,25,blue,6,4,17,89
593,25,first nurse,1,4,17,89
593,25,green,5,4,17,89
593,25,hallway,5,4,17,89
593,25,iTrack,0,4,17,89
593,25,orange,0,4,17,89
593,25,purple,3,4,17,89
593,25,red,4,4,17,89
593,25,resource nurse,1,4,17,89
593,25,triage nurse,1,4,17,89
594,25,CNL,1,4,18,90
594,25,EDOU,2,4,18,90
594,25,FEP,1,4,18,90
594,25,blue,5,4,18,90
594,25,first nurse,1,4,18,90
594,25,green,5,4,18,90
594,25,hallway,4,4,18,90
594,25,iTrack,0,4,18,90
594,25,orange,0,4,18,90
594,25,purple,3,4,18,90
594,25,red,4,4,18,90
594,25,resource nurse,1,4,18,90
594,25,triage nurse,1,4,18,90
595,25,CNL,1,4,19,91
595,25,EDOU,2,4,19,91
595,25,FEP,1,4,19,91
595,25,blue,5,4,19,91
595,25,first nurse,1,4,19,91
595,25,green,5,4,19,91
595,25,hallway,4,4,19,91
595,25,iTrack,0,4,19,91
595,25,orange,0,4,19,91
595,25,purple,3,4,19,91
595,25,red,4,4,19,91
595,25,resource nurse,1,4,19,91
595,25,triage nurse,1,4,19,91
596,25,CNL,1,4,20,92
596,25,EDOU,2,4,20,92
596,25,FEP,1,4,20,92
596,25,blue,5,4,20,92
596,25,first nurse,1,4,20,92
596,25,green,5,4,20,92
596,25,hallway,4,4,20,92
596,25,iTrack,0,4,20,92
596,25,orange,0,4,20,92
596,25,purple,3,4,20,92
596,25,red,4,4,20,92
596,25,resource nurse,1,4,20,92
596,25,triage nurse,1,4,20,92
597,25,CNL,1,4,21,93
597,25,EDOU,2,4,21,93
597,25,FEP,1,4,21,93
597,25,blue,5,4,21,93
597,25,first nurse,1,4,21,93
597,25,green,5,4,21,93
597,25,hallway,4,4,21,93
597,25,iTrack,0,4,21,93
597,25,orange,0,4,21,93
597,25,purple,3,4,21,93
597,25,red,4,4,21,93
597,25,resource nurse,1,4,21,93
597,25,triage nurse,1,4,21,93
598,25,CNL,1,4,22,94
598,25,EDOU,2,4,22,94
598,25,FEP,1,4,22,94
598,25,blue,5,4,22,94
598,25,first nurse,1,4,22,94
598,25,green,5,4,22,94
598,25,hallway,4,4,22,94
598,25,iTrack,0,4,22,94
598,25,orange,0,4,22,94
598,25,purple,3,4,22,94
598,25,red,4,4,22,94
598,25,resource nurse,1,4,22,94
598,25,triage nurse,1,4,22,94
599,25,CNL,1,4,23,95
599,25,EDOU,2,4,23,95
599,25,FEP,1,4,23,95
599,25,blue,5,4,23,95
599,25,first nurse,1,4,23,95
599,25,green,5,4,23,95
599,25,hallway,4,4,23,95
599,25,iTrack,0,4,23,95
599,25,orange,0,4,23,95
599,25,purple,3,4,23,95
599,25,red,4,4,23,95
599,25,resource nurse,1,4,23,95
599,25,triage nurse,1,4,23,95
600,25,CNL,1,4,24,96
600,25,EDOU,2,4,24,96
600,25,FEP,1,4,24,96
600,25,blue,5,4,24,96
600,25,first nurse,1,4,24,96
600,25,green,5,4,24,96
600,25,hallway,4,4,24,96
600,25,iTrack,0,4,24,96
600,25,orange,0,4,24,96
600,25,purple,3,4,24,96
600,25,red,4,4,24,96
600,25,resource nurse,1,4,24,96
600,25,triage nurse,1,4,24,96
601,25,CNL,1,4,1,97
601,25,EDOU,2,4,1,97
601,25,FEP,1,4,1,97
601,25,blue,5,4,1,97
601,25,first nurse,1,4,1,97
601,25,green,5,4,1,97
601,25,hallway,4,4,1,97
601,25,iTrack,0,4,1,97
601,25,orange,0,4,1,97
601,25,purple,3,4,1,97
601,25,red,4,4,1,97
601,25,resource nurse,1,4,1,97
601,25,triage nurse,1,4,1,97
602,26,CNL,1,4,2,98
602,26,EDOU,2,4,2,98
602,26,FEP,1,4,2,98
602,26,blue,0,4,2,98
602,26,first nurse,1,4,2,98
602,26,green,4,4,2,98
602,26,hallway,5,4,2,98
602,26,iTrack,0,4,2,98
602,26,orange,5,4,2,98
602,26,purple,4,4,2,98
602,26,red,3,4,2,98
602,26,resource nurse,1,4,2,98
602,26,triage nurse,1,4,2,98
603,26,CNL,1,4,3,99
603,26,EDOU,2,4,3,99
603,26,FEP,1,4,3,99
603,26,blue,0,4,3,99
603,26,first nurse,1,4,3,99
603,26,green,4,4,3,99
603,26,hallway,5,4,3,99
603,26,iTrack,0,4,3,99
603,26,orange,5,4,3,99
603,26,purple,4,4,3,99
603,26,red,3,4,3,99
603,26,resource nurse,1,4,3,99
603,26,triage nurse,1,4,3,99
604,26,CNL,1,4,4,100
604,26,EDOU,2,4,4,100
604,26,FEP,1,4,4,100
604,26,blue,0,4,4,100
604,26,first nurse,1,4,4,100
604,26,green,4,4,4,100
604,26,hallway,5,4,4,100
604,26,iTrack,0,4,4,100
604,26,orange,5,4,4,100
604,26,purple,4,4,4,100
604,26,red,3,4,4,100
604,26,resource nurse,1,4,4,100
604,26,triage nurse,1,4,4,100
605,26,CNL,1,4,5,101
605,26,EDOU,2,4,5,101
605,26,FEP,1,4,5,101
605,26,blue,0,4,5,101
605,26,first nurse,1,4,5,101
605,26,green,4,4,5,101
605,26,hallway,5,4,5,101
605,26,iTrack,0,4,5,101
605,26,orange,5,4,5,101
605,26,purple,4,4,5,101
605,26,red,3,4,5,101
605,26,resource nurse,1,4,5,101
605,26,triage nurse,1,4,5,101
606,26,CNL,1,4,6,102
606,26,EDOU,2,4,6,102
606,26,FEP,1,4,6,102
606,26,blue,0,4,6,102
606,26,first nurse,1,4,6,102
606,26,green,4,4,6,102
606,26,hallway,5,4,6,102
606,26,iTrack,0,4,6,102
606,26,orange,5,4,6,102
606,26,purple,4,4,6,102
606,26,red,3,4,6,102
606,26,resource nurse,1,4,6,102
606,26,triage nurse,1,4,6,102
607,26,CNL,1,4,7,103
607,26,EDOU,2,4,7,103
607,26,FEP,1,4,7,103
607,26,blue,0,4,7,103
607,26,first nurse,1,4,7,103
607,26,green,4,4,7,103
607,26,hallway,5,4,7,103
607,26,iTrack,0,4,7,103
607,26,orange,5,4,7,103
607,26,purple,4,4,7,103
607,26,red,3,4,7,103
607,26,resource nurse,1,4,7,103
607,26,triage nurse,1,4,7,103
608,26,CNL,1,4,8,104
608,26,EDOU,2,4,8,104
608,26,FEP,1,4,8,104
608,26,blue,0,4,8,104
608,26,first nurse,1,4,8,104
608,26,green,4,4,8,104
608,26,hallway,5,4,8,104
608,26,iTrack,0,4,8,104
608,26,orange,5,4,8,104
608,26,purple,4,4,8,104
608,26,red,3,4,8,104
608,26,resource nurse,1,4,8,104
608,26,triage nurse,1,4,8,104
609,26,CNL,1,4,9,105
609,26,EDOU,2,4,9,105
609,26,FEP,1,4,9,105
609,26,blue,0,4,9,105
609,26,first nurse,1,4,9,105
609,26,green,4,4,9,105
609,26,hallway,5,4,9,105
609,26,iTrack,0,4,9,105
609,26,orange,5,4,9,105
609,26,purple,4,4,9,105
609,26,red,3,4,9,105
609,26,resource nurse,1,4,9,105
609,26,triage nurse,1,4,9,105
610,26,CNL,1,4,10,106
610,26,EDOU,2,4,10,106
610,26,FEP,1,4,10,106
610,26,blue,0,4,10,106
610,26,first nurse,1,4,10,106
610,26,green,4,4,10,106
610,26,hallway,5,4,10,106
610,26,iTrack,0,4,10,106
610,26,orange,5,4,10,106
610,26,purple,4,4,10,106
610,26,red,3,4,10,106
610,26,resource nurse,1,4,10,106
610,26,triage nurse,1,4,10,106
611,26,CNL,1,4,11,107
611,26,EDOU,2,4,11,107
611,26,FEP,1,4,11,107
611,26,blue,0,4,11,107
611,26,first nurse,1,4,11,107
611,26,green,4,4,11,107
611,26,hallway,5,4,11,107
611,26,iTrack,0,4,11,107
611,26,orange,5,4,11,107
611,26,purple,4,4,11,107
611,26,red,3,4,11,107
611,26,resource nurse,1,4,11,107
611,26,triage nurse,1,4,11,107
612,26,CNL,1,4,12,108
612,26,EDOU,2,4,12,108
612,26,FEP,1,4,12,108
612,26,blue,0,4,12,108
612,26,first nurse,1,4,12,108
612,26,green,4,4,12,108
612,26,hallway,5,4,12,108
612,26,iTrack,0,4,12,108
612,26,orange,5,4,12,108
612,26,purple,4,4,12,108
612,26,red,3,4,12,108
612,26,resource nurse,1,4,12,108
612,26,triage nurse,1,4,12,108
613,26,CNL,1,4,13,109
613,26,EDOU,2,4,13,109
613,26,FEP,1,4,13,109
613,26,blue,0,4,13,109
613,26,first nurse,1,4,13,109
613,26,green,4,4,13,109
613,26,hallway,5,4,13,109
613,26,iTrack,0,4,13,109
613,26,orange,5,4,13,109
613,26,purple,4,4,13,109
613,26,red,3,4,13,109
613,26,resource nurse,1,4,13,109
613,26,triage nurse,1,4,13,109
614,26,CNL,1,4,14,110
614,26,EDOU,2,4,14,110
614,26,FEP,1,4,14,110
614,26,blue,5,4,14,110
614,26,first nurse,1,4,14,110
614,26,green,5,4,14,110
614,26,hallway,1,4,14,110
614,26,iTrack,0,4,14,110
614,26,orange,4,4,14,110
614,26,purple,3,4,14,110
614,26,red,3,4,14,110
614,26,resource nurse,1,4,14,110
614,26,triage nurse,1,4,14,110
615,26,CNL,1,4,15,111
615,26,EDOU,2,4,15,111
615,26,FEP,1,4,15,111
615,26,blue,5,4,15,111
615,26,first nurse,1,4,15,111
615,26,green,5,4,15,111
615,26,hallway,1,4,15,111
615,26,iTrack,0,4,15,111
615,26,orange,4,4,15,111
615,26,purple,3,4,15,111
615,26,red,3,4,15,111
615,26,resource nurse,1,4,15,111
615,26,triage nurse,1,4,15,111
616,26,CNL,1,4,16,112
616,26,EDOU,2,4,16,112
616,26,FEP,1,4,16,112
616,26,blue,5,4,16,112
616,26,first nurse,1,4,16,112
616,26,green,5,4,16,112
616,26,hallway,1,4,16,112
616,26,iTrack,0,4,16,112
616,26,orange,4,4,16,112
616,26,purple,3,4,16,112
616,26,red,3,4,16,112
616,26,resource nurse,1,4,16,112
616,26,triage nurse,1,4,16,112
617,26,CNL,1,4,17,113
617,26,EDOU,2,4,17,113
617,26,FEP,1,4,17,113
617,26,blue,5,4,17,113
617,26,first nurse,1,4,17,113
617,26,green,5,4,17,113
617,26,hallway,1,4,17,113
617,26,iTrack,0,4,17,113
617,26,orange,4,4,17,113
617,26,purple,3,4,17,113
617,26,red,3,4,17,113
617,26,resource nurse,1,4,17,113
617,26,triage nurse,1,4,17,113
618,26,CNL,1,4,18,114
618,26,EDOU,2,4,18,114
618,26,FEP,1,4,18,114
618,26,blue,5,4,18,114
618,26,first nurse,1,4,18,114
618,26,green,5,4,18,114
618,26,hallway,1,4,18,114
618,26,iTrack,0,4,18,114
618,26,orange,4,4,18,114
618,26,purple,3,4,18,114
618,26,red,3,4,18,114
618,26,resource nurse,1,4,18,114
618,26,triage nurse,1,4,18,114
619,26,CNL,1,4,19,115
619,26,EDOU,2,4,19,115
619,26,FEP,1,4,19,115
619,26,blue,5,4,19,115
619,26,first nurse,1,4,19,115
619,26,green,5,4,19,115
619,26,hallway,1,4,19,115
619,26,iTrack,0,4,19,115
619,26,orange,4,4,19,115
619,26,purple,3,4,19,115
619,26,red,3,4,19,115
619,26,resource nurse,1,4,19,115
619,26,triage nurse,1,4,19,115
620,26,CNL,1,4,20,116
620,26,EDOU,2,4,20,116
620,26,FEP,1,4,20,116
620,26,blue,5,4,20,116
620,26,first nurse,1,4,20,116
620,26,green,5,4,20,116
620,26,hallway,1,4,20,116
620,26,iTrack,0,4,20,116
620,26,orange,4,4,20,116
620,26,purple,3,4,20,116
620,26,red,3,4,20,116
620,26,resource nurse,1,4,20,116
620,26,triage nurse,1,4,20,116
621,26,CNL,1,4,21,117
621,26,EDOU,2,4,21,117
621,26,FEP,1,4,21,117
621,26,blue,5,4,21,117
621,26,first nurse,1,4,21,117
621,26,green,5,4,21,117
621,26,hallway,1,4,21,117
621,26,iTrack,0,4,21,117
621,26,orange,4,4,21,117
621,26,purple,3,4,21,117
621,26,red,3,4,21,117
621,26,resource nurse,1,4,21,117
621,26,triage nurse,1,4,21,117
622,26,CNL,1,4,22,118
622,26,EDOU,2,4,22,118
622,26,FEP,1,4,22,118
622,26,blue,5,4,22,118
622,26,first nurse,1,4,22,118
622,26,green,5,4,22,118
622,26,hallway,1,4,22,118
622,26,iTrack,0,4,22,118
622,26,orange,4,4,22,118
622,26,purple,3,4,22,118
622,26,red,3,4,22,118
622,26,resource nurse,1,4,22,118
622,26,triage nurse,1,4,22,118
623,26,CNL,1,4,23,119
623,26,EDOU,2,4,23,119
623,26,FEP,1,4,23,119
623,26,blue,5,4,23,119
623,26,first nurse,1,4,23,119
623,26,green,5,4,23,119
623,26,hallway,1,4,23,119
623,26,iTrack,0,4,23,119
623,26,orange,4,4,23,119
623,26,purple,3,4,23,119
623,26,red,3,4,23,119
623,26,resource nurse,1,4,23,119
623,26,triage nurse,1,4,23,119
624,26,CNL,1,4,24,120
624,26,EDOU,2,4,24,120
624,26,FEP,1,4,24,120
624,26,blue,5,4,24,120
624,26,first nurse,1,4,24,120
624,26,green,5,4,24,120
624,26,hallway,1,4,24,120
624,26,iTrack,0,4,24,120
624,26,orange,4,4,24,120
624,26,purple,3,4,24,120
624,26,red,3,4,24,120
624,26,resource nurse,1,4,24,120
624,26,triage nurse,1,4,24,120
625,26,CNL,1,4,1,121
625,26,EDOU,2,4,1,121
625,26,FEP,1,4,1,121
625,26,blue,5,4,1,121
625,26,first nurse,1,4,1,121
625,26,green,5,4,1,121
625,26,hallway,1,4,1,121
625,26,iTrack,0,4,1,121
625,26,orange,4,4,1,121
625,26,purple,3,4,1,121
625,26,red,3,4,1,121
625,26,resource nurse,1,4,1,121
625,26,triage nurse,1,4,1,121
626,27,CNL,1,4,2,122
626,27,EDOU,2,4,2,122
626,27,FEP,1,4,2,122
626,27,blue,0,4,2,122
626,27,first nurse,1,4,2,122
626,27,green,4,4,2,122
626,27,hallway,5,4,2,122
626,27,iTrack,0,4,2,122
626,27,orange,4,4,2,122
626,27,purple,3,4,2,122
626,27,red,3,4,2,122
626,27,resource nurse,1,4,2,122
626,27,triage nurse,1,4,2,122
627,27,CNL,1,4,3,123
627,27,EDOU,2,4,3,123
627,27,FEP,1,4,3,123
627,27,blue,0,4,3,123
627,27,first nurse,1,4,3,123
627,27,green,4,4,3,123
627,27,hallway,5,4,3,123
627,27,iTrack,0,4,3,123
627,27,orange,4,4,3,123
627,27,purple,3,4,3,123
627,27,red,3,4,3,123
627,27,resource nurse,1,4,3,123
627,27,triage nurse,1,4,3,123
628,27,CNL,1,4,4,124
628,27,EDOU,2,4,4,124
